                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,      train/dehaze_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,        val/dehaze_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     74,                0.89387,                 1.0094,                 1.2049,                      0,                0.66895,                0.61637,                0.65018,                0.43351,                  1.167,                 1.2298,                 1.4014,                      0,               0.002773,               0.002773,               0.002773
                     75,                0.88812,                0.99805,                 1.1985,                      0,                0.70708,                0.60607,                0.65347,                0.44098,                 1.1576,                 1.2201,                 1.3914,                      0,               0.002674,               0.002674,               0.002674
                     76,                0.87697,                0.97874,                 1.1967,                      0,                0.69384,                0.60875,                0.65285,                0.44201,                 1.1534,                 1.2183,                 1.3923,                      0,               0.002575,               0.002575,               0.002575
                     77,                0.86013,                0.96406,                 1.1942,                      0,                0.67797,                0.62086,                 0.6552,                0.44279,                 1.1556,                 1.2105,                 1.3914,                      0,               0.002476,               0.002476,               0.002476
                     78,                0.87201,                0.98003,                 1.1979,                      0,                0.69788,                 0.6084,                0.65382,                0.44077,                 1.1531,                 1.2037,                 1.3981,                      0,               0.002377,               0.002377,               0.002377
                     79,                0.86361,                0.95848,                 1.1898,                      0,                 0.7005,                0.60272,                0.65546,                0.44426,                 1.1497,                 1.2173,                 1.3883,                      0,               0.002278,               0.002278,               0.002278
                     80,                 0.8632,                0.95559,                  1.187,                      0,                0.69296,                0.61273,                0.65494,                0.44547,                 1.1458,                 1.2075,                 1.3857,                      0,               0.002179,               0.002179,               0.002179
                     81,                0.85153,                0.93343,                 1.1795,                      0,                0.69168,                0.62323,                 0.6613,                0.44908,                 1.1437,                 1.2033,                 1.3815,                      0,                0.00208,                0.00208,                0.00208
                     82,                0.84471,                0.93427,                 1.1844,                      0,                0.69802,                0.61729,                0.66365,                0.45129,                 1.1423,                 1.2018,                 1.3795,                      0,               0.001981,               0.001981,               0.001981
                     83,                0.83479,                0.90875,                 1.1666,                      0,                0.70888,                0.61953,                0.66442,                0.45181,                 1.1517,                 1.2074,                 1.3898,                      0,               0.001882,               0.001882,               0.001882
                     84,                0.83607,                0.91627,                  1.169,                      0,                0.68896,                 0.6194,                 0.6597,                0.44897,                  1.149,                 1.1986,                 1.3864,                      0,               0.001783,               0.001783,               0.001783
                     85,                0.83621,                0.91279,                 1.1712,                      0,                0.68559,                0.62121,                0.66057,                 0.4502,                 1.1468,                 1.1921,                 1.3821,                      0,               0.001684,               0.001684,               0.001684
                     86,                0.83152,                0.90013,                 1.1678,                      0,                0.69723,                0.61621,                0.65747,                0.44892,                 1.1513,                  1.202,                 1.3877,                      0,               0.001585,               0.001585,               0.001585
                     87,                0.84385,                0.91687,                 1.1786,                      0,                0.72883,                0.60087,                0.66159,                0.45183,                 1.1474,                 1.1909,                  1.386,                      0,               0.001486,               0.001486,               0.001486
                     88,                0.81892,                0.89335,                 1.1614,                      0,                0.69711,                0.62639,                0.66374,                0.45312,                 1.1455,                  1.182,                 1.3832,                      0,               0.001387,               0.001387,               0.001387
                     89,                 0.8059,                0.88274,                 1.1565,                      0,                0.69653,                0.62509,                0.66547,                0.45396,                 1.1403,                 1.1806,                 1.3784,                      0,               0.001288,               0.001288,               0.001288
                     90,                0.76091,                0.73117,                  1.125,                      0,                0.69768,                0.62191,                 0.6548,                0.44516,                 1.1397,                 1.1953,                 1.3806,                      0,               0.001189,               0.001189,               0.001189
                     91,                0.73854,                0.68273,                 1.0983,                      0,                0.71891,                 0.6033,                0.66055,                0.44864,                 1.1526,                 1.2049,                 1.3928,                      0,                0.00109,                0.00109,                0.00109
                     92,                0.73433,                0.67244,                 1.0997,                      0,                0.69884,                0.60809,                0.65757,                0.44581,                 1.1475,                 1.2058,                 1.3917,                      0,               0.000991,               0.000991,               0.000991
                     93,                 0.7164,                0.65876,                  1.087,                      0,                0.70116,                0.61746,                0.65879,                0.44493,                 1.1496,                  1.207,                 1.3989,                      0,               0.000892,               0.000892,               0.000892
                     94,                0.72243,                0.66483,                 1.0992,                      0,                0.70226,                 0.6208,                0.66447,                 0.4505,                 1.1433,                 1.1832,                 1.3921,                      0,               0.000793,               0.000793,               0.000793
                     95,                0.70045,                0.64647,                 1.0823,                      0,                0.71237,                0.60763,                0.66109,                0.45063,                 1.1417,                 1.1946,                 1.3984,                      0,               0.000694,               0.000694,               0.000694
                     96,                0.70671,                0.63795,                 1.0818,                      0,                0.70083,                 0.6243,                0.66757,                0.45503,                 1.1364,                 1.1865,                  1.387,                      0,               0.000595,               0.000595,               0.000595
                     97,                0.69211,                0.62326,                 1.0697,                      0,                0.70118,                0.61656,                0.66486,                0.45297,                 1.1377,                 1.1868,                 1.3896,                      0,               0.000496,               0.000496,               0.000496
                     98,                 0.6909,                0.62269,                 1.0656,                      0,                0.71304,                0.61808,                0.66432,                0.45402,                 1.1371,                 1.1859,                  1.389,                      0,               0.000397,               0.000397,               0.000397
                     99,                 0.6939,                0.61258,                 1.0664,                      0,                0.70416,                0.61707,                0.66659,                0.45498,                  1.139,                 1.1885,                 1.3943,                      0,               0.000298,               0.000298,               0.000298
